english,chinese
Mr. Bannon told Mr. Trump that he could not fire Mr. Comey because “that ship has sailed” and that it would not stop the investigation.,班农对特朗普说，他不能撤科米，因为“已经错过了那个时机”，撤了也不会停止调查。
‘The Beginning of the End?’,“终结的起点？”
"Mr. Trump ignored the advice and fired Mr. Comey on May 9, justifying it on criticism of his investigation into Hillary Clinton’s email the year before. Overruling objections by Mr. McGahn and Mr. Priebus, Mr. Trump insisted that the letter firing the F.B.I. director state that Mr. Comey told him three times the president was not under investigation.",特朗普无视这一建议，于5月9日将科米撤职，理由是他对前一年调查希拉里·克林顿(Hillary Clinton)电子邮件的批评。特朗普驳回了麦格恩和普利巴斯的反对意见，坚持在将联邦调查局局长免职的信中声称，科米曾三次告诉自己，总统没有受到调查。
"Aides were alarmed. “Is this the beginning of the end?” Annie Donaldson, Mr. McGahn’s chief of staff, wrote in her notes.",助手们十分警觉。“这会是终结的起点吗？”麦格恩的幕僚长安妮·唐纳森(Annie Donaldson)在笔记中写道。
"Sarah Huckabee Sanders, then the president’s deputy press secretary, told reporters that the White House had talked to “countless members of the F.B.I.” who supported the decision to fire the director — but she later admitted to investigators that it was not true. Her comment, she said, was “a slip of the tongue” made “in the heat of the moment” and not founded on anything.",当时总统的副新闻秘书萨拉·赫卡比·桑德斯(Sarah Huckabee Sanders)告诉记者，白宫已经与“无数的联邦调查局成员”进行了交谈，他们都支持解雇局长的决定。但她后来向调查人员承认，这不是真的。她说，她的评论是“一时冲动”之下的“口误”，没有任何依据。
"Mr. Comey’s dismissal led the deputy attorney general, Rod J. Rosenstein, to appoint Mr. Mueller, a former F.B.I. director, to take over the investigation. Fearing it would mean the end of his presidency, Mr. Trump lashed out again at Mr. Sessions.",科米被解职后，司法部副部长罗德·J·罗森斯坦(Rod J. Rosenstein)任命前联邦调查局局长穆勒接手调查。特朗普担心这意味着他总统任期的终结，于是再次猛烈抨击塞申斯。
"“How could you let this happen, Jeff?” he demanded. He told Mr. Sessions, “You were supposed to protect me,” or words to that effect.",“杰夫，你怎么能让这种事发生呢？”他问道。他对塞申斯说，“你应该保护我”，或者诸如此类的话。
"“Everyone tells me if you get one of these independent counsels, it ruins your presidency,” he added. “It takes years and years, and I won’t be able to do anything. This is the worst thing that ever happened to me.”",“所有人都告诉我，如果你摊上这样一个独立检察官，你的总统生涯就毁了，”他还说。“这会耗上很多年，我什么也干不了。我还从来没遇到过这么差劲的事。”
"Mr. Trump demanded that his attorney general resign. Mr. Sessions said he would, and he returned to the Oval Office the next day with a resignation letter he handed to Mr. Trump.",特朗普要求他的司法部长辞职。塞申斯说他会的，第二天他回到椭圆形办公室，把辞职信交给了特朗普。
"The president put the letter in his pocket and repeatedly asked Mr. Sessions whether he wanted to continue serving as attorney general. When Mr. Sessions finally said he did, the president said he wanted him to stay. The two shook hands, but Mr. Trump kept the letter.",总统把信放在口袋里，反复问塞申斯是否愿意继续担任司法部长。最后塞申斯说他愿意，总统也说自己希望他留下来。两人握了手，但特朗普保留了这封信。
"When they learned about the letter, Mr. Priebus and Mr. Bannon worried that if he kept it, Mr. Trump could use it to improperly influence Mr. Sessions; it would, said Mr. Priebus, serve as a “shock collar” keeping the attorney general on a leash.",得知这封信的时候，普利巴斯和班农担心，如果特朗普保存了这封信，就可能会利用它不当地影响塞申斯；普利巴斯说，它会成为一个“电击项圈”，把司法部长掌握在自己手上。
"The next day, May 19, Mr. Trump left the White House for the Middle East. On Air Force One flying from Saudi Arabia to Israel three days later, the president took the letter from his pocket and showed it off to aides. Later on the trip, when Mr. Priebus asked Mr. Trump for the letter, the president claimed he did not have it and it was actually back at the White House.",第二天，5月19日，特朗普离开白宫前往中东。三天后，在从沙特阿拉伯飞往以色列的“空军一号”上，总统从口袋里拿出这封信，向助手们展示。在随后的行程中，当普利巴斯向特朗普索要这封信时，总统声称信留在白宫，不在自己手头。
"Three days after the president returned to Washington, he finally returned the letter to Mr. Sessions with a note: “Not accepted.”",总统回到华盛顿三天后，终于把信退回给塞申斯，并附了一张便条：“不接受。”
"But he did not give up trying to regain control of the investigation, calling Mr. Sessions at home to ask if he would “unrecuse” himself and direct the Justice Department to prosecute Mrs. Clinton. Mr. Sessions refused.",但他没有放弃重新控制调查的努力，他打电话给塞申斯，询问他是否会“撤回回避”，并指示司法部起诉克林顿。塞申斯拒绝了。
‘Mueller Has to Go’,“穆勒必须走人”
"If the attorney general would not rein in the special counsel, Mr. Trump resolved to find someone who would. On June 17, Mr. Trump called Mr. McGahn from Camp David and told him to have Mr. Rosenstein fire Mr. Mueller because of conflicts of interest.",司法部长不愿控制特别检察官，特朗普决定找个人来控制他。6月17日，特朗普从戴维营给麦格恩打了电话，让他要求罗森斯坦以利益冲突为由解雇穆勒。
"During a 23-minute conversation, Mr. Trump said something along the lines of: “You got to do this. You got to call Rod.” Mr. McGahn, who along with other advisers believed that the supposed conflicts were “silly” and “not real,” was perturbed by the call.",在23分钟的谈话中，特朗普说了一些类似这样的话：“你必须这么做。你得给罗德打电话。”麦格恩和其他顾问都认为，这些所谓的冲突是“愚蠢的”、“不实的”。这通电话令他们很不安。
"The president then called again. “Mueller has to go,” he told Mr. McGahn. “Call me back when you do it.”",然后总统又打来了。“穆勒必须走人，”他对麦格恩说。“你搞定这件事再给我回电话。”
"Mr. McGahn decided he would resign, determined not to repeat the experience of Robert H. Bork, who complied with President Richard M. Nixon’s order to fire the Watergate prosecutor during the Saturday Night Massacre before going on to serve as an appeals court judge.",麦格恩不想重蹈罗伯特·H·博克(Robert H. Bork)的覆辙，决定辞职——在担任上诉法院法官之前，博克遵守了理查德·M·尼克松(Richard M. Nixon)总统的命令，在“周六晚大屠杀”事件中解雇了水门事件的检察官。
"Mr. McGahn, saying that he wanted to be more like Judge Bork and not “Saturday Night Massacre Bork,” drove to the office to pack his possessions and submit his resignation. When Mr. McGahn told Mr. Priebus and Mr. Bannon, they urged him not to resign and he backed off.",麦格恩说，他更想效仿法官博克，而不是“周六晚大屠杀”中的博克。当麦格恩通知普利巴斯和班农时，他们敦促他不要辞职，于是他放弃了。
"Undeterred, Mr. Trump summoned his former campaign manager, Corey Lewandowski, to the White House two days later and dictated a message for him to deliver to Mr. Sessions that would have effectively limited the scope of the investigation to Russian interference in the 2016 election.",特朗普没有被吓倒，两天后，他把前竞选经理科里·莱万多夫斯基(Corey Lewandowski)叫到白宫，并让他向塞申斯传达一条信息，可以有效地将调查范围限制在俄罗斯干预2016年大选。
"In the message, Mr. Trump ordered Mr. Sessions to give a speech declaring that Mr. Trump was “being treated very unfairly” by the investigation.",在这则信息中，特朗普命令塞申斯发言宣称该调查令特朗普“受到了非常不公平的对待”。
"“He shouldn’t have a Special Prosecutor/Counsel b/c he hasn’t done anything wrong,” Mr. Sessions was to say. “I was on the campaign w/him for nine months, there were no Russians involved with him. I know it for a fact b/c I was there. He didn’t do anything wrong except he ran the greatest campaign in American history.”",“不应该有一个特别检察官来调查他，因为他没做错什么，”塞申斯被要求这样说。“我和他一起参加了九个月的竞选活动，没有俄罗斯人参与。我知道这是事实，因为我就在那儿。他没有做错任何事，只是进行了美国历史上最伟大的竞选活动。”
"A scheduling conflict scotched the meeting, but Mr. Trump raised it again a month later, saying that if Mr. Sessions did not meet, Mr. Lewandowski should tell him he was fired. Mr. Lewandowski assured him that the message would be delivered.",由于日程安排冲突，会面未能如期举行，但特朗普在一个月后再次提起这件事，称如果塞申斯不会面，那么莱万多夫斯基应该告诉他，他被解雇了。莱万多夫斯基向他保证，他会转达这一信息。
"Hours later, the president criticized the attorney general in an interview with The New York Times. While the meeting with Mr. Lewandowski was never held, Mr. Sessions understood his tenuous position and carried a letter of resignation in his pocket every time he visited the White House.",几个小时后，总统在接受《纽约时报》采访时批评了司法部长。虽然从未与莱万多夫斯基见过面，但塞申斯明白自己的处境岌岌可危，每次去白宫时口袋里都揣着辞职信。
‘Boss Man Worried’,“老板很担心”
"In late June, presidential advisers and lawyers learned about a Trump Tower meeting with Russians during the campaign hosted by Donald Trump Jr., along with Mr. Kushner and Paul Manafort, the campaign chairman. But the president said he did not want to hear about it.",6月底，总统的顾问和律师了解到大选期间在特朗普大厦(Trump Tower)跟俄罗斯人有过一次会面，主持的是小唐纳德·特朗普(Donald Trump Jr.)，以及库什纳和竞选团队主席保罗·马纳福特(Paul Manafort)。但总统表示，他不想听到此事。
"A few days later, at the office of Mr. Kushner’s lawyer, Hope Hicks, the president’s communications adviser, saw emails about setting up the meeting and offering “dirt” on Mrs. Clinton on behalf of the Russian government. In a meeting, Mr. Kushner played down the encounter with the Russians, telling the president it was about adoption.",几天后，在库什纳律师的办公室，总统的新闻秘书霍普·希克斯(Hope Hicks)看了有关安排此次会面，以及代表俄罗斯政府提供克林顿“黑料”的邮件。在一次会议上，库什纳淡化了碰见俄罗斯人一事，跟总统说那是谈关于领养问题的。
"Ms. Hicks suggested getting ahead of the story by having Donald Trump Jr. release the emails as part of an interview with “softball questions.” She warned that the emails were “really bad” and the story would be “massive” when it broke, but the president again said he did not want to hear about it.",希克斯建议由小唐纳德·特朗普在就“无关痛痒的问题”接受采访时顺便公开这些邮件，以此抢先应对。她警告，这些邮件“真的很糟糕”，一旦曝出，将“影响巨大”，但总统再次表示他不想听到这件事。
"On July 7, while the president was at the G-20 summit meeting in Germany, Ms. Hicks learned that The Times was preparing a story about the Trump Tower meeting. Ms. Hicks, on the flight home from Germany, recommended disclosing the entire story, but the president rebuffed her, saying a draft statement said too much.",7月7日，总统在德国参加G-20峰会期间，希克斯了解到，时报正在准备有关特朗普大厦会面的报道。在从国内飞往德国的班机上，希克斯建议披露整件事情，但总统断然回绝了她，称声明草案透露了太多内容。
"Instead, Mr. Trump suggested the statement say that his eldest son had attended a meeting about Russian adoptions.",相反，特朗普建议声明称，他的大儿子曾参加过有关收养俄罗斯儿童的会谈。
"Ms. Hicks then texted Donald Trump Jr. a statement asking if that was all right. The president’s son wanted to insert that they “primarily” discussed Russian adoption because, as he texted to Ms. Hicks, they “started with some Hillary thing which was bs and some other nonsense which we shot down fast.”",希克斯于是把声明用短信传给小唐纳德·特朗普，问他是否可行。总统的儿子想加上他们“主要”谈了领养俄罗斯儿童的问题，正如他回复给希克斯的信息，他们“开始谈了希拉里的一些事，都是些废话，然后又说了些没用的，我们很快就给否掉了”。
"Ms. Hicks responded: “I think that’s right too but boss man worried it invites a lot of questions.” The younger Mr. Trump, who urged releasing the emails themselves, finally did once the White House learned that The Times was about to publish them.",希克斯回复称：“我也认为这没问题，但老板担心这可能会招来很多问题。”小特朗普也敦促公开邮件内容，终于在白宫得知时报即将发表邮件时，立即将其公开。
‘I’ll Have to Get Rid of Him’,“我将不得不把他赶走”
"Mr. Trump did not stop pressing Mr. Sessions to take back control of the investigation. On Oct. 16, the president met privately with Mr. Sessions and said he should look again at Mrs. Clinton’s emails. Mr. Sessions made no promises.",特朗普没有停止向塞申斯施压，以夺回调查的控制权。10月16日，总统与塞申斯私下会面，表示他应该再查看一下克林顿的邮件。塞申斯没有做出任何承诺。
"Two days later, the president posted the first of several tweets in the coming weeks complaining that the Justice Department was not investigating Mrs. Clinton. One of the tweets concluded: “DO SOMETHING!”",两天后，总统发了未来数周连发的几条推文中的第一条，抱怨司法部没有在调查克林顿。其中一则推文最后用全大写字母写道：“做点什么！”
"The pressure on the president rose in November when Mr. Flynn’s lawyers told Mr. Trump’s team that he would be accepting a plea deal. One of Mr. Trump’s lawyers left a voice mail message for one of Mr. Flynn’s: “[R]emember what we’ve always said about the president and his feelings toward Flynn and, that still remains.”",当弗林的律师11月告诉特朗普的团队，他将要接受一份认罪协议时，总统面临的压力增加了。特朗普的一名律师给弗林的一名律师发了一条语音留言：“记得我们一直所说的关于总统的话，还有他对弗林的感情么，这一点依旧没变。”
"On Dec. 6, five days after Mr. Flynn pleaded guilty to lying about contacts with the Russian government, Mr. Trump pulled Mr. Sessions aside after a cabinet meeting and again suggested he “unrecuse” himself. “You’d be a hero,” he said, while saying he was not going to “direct you to do anything.”",12月6日，弗林承认有罪，即承认在与俄罗斯政府联络一事上撒谎五天之后，特朗普在一次内阁会议后把塞申斯拉到一边，再度建议他“不要回避”此事。“你会成为英雄的，”他说，同时称他不会“指使你做任何事情。”
"In January 2018, The Times reported about the president’s June 2017 effort to have Mr. Mueller fired. A livid Mr. Trump pressed Mr. McGahn to publicly rebut the story, but he would not because the article accurately reported the president’s desires.",2018年1月，时报报道了总统曾于2017年6月试图让穆勒解职一事。勃然大怒的总统迫使麦格恩公开反驳这一报道，但他以文章准确报道了总统的想法为由未予答应。
"Mr. Trump insisted that Mr. McGahn deny it. “If he doesn’t write a letter, then maybe I’ll have to get rid of him,” the president said, or something to that effect.",特朗普当时坚持要求麦格恩否认此事。“如果他不写信，那我可能就不得不把他赶走，”总统说，或者说了意思差不多的话。
"John F. Kelly, who had replaced Mr. Priebus as chief of staff, then arranged a meeting between Mr. Trump and Mr. McGahn.",此前已取代普利巴斯担任幕僚长的约翰·F·凯利(John F. Kelly)随后安排特朗普与麦格恩举行了一次会面。
"“I never said to fire Mueller,” Mr. Trump said. “I never said ‘fire.’ This story doesn’t look good. You need to correct this. You’re the White House counsel.”",“我从没说过要解雇穆勒，”特朗普说。“我从没用过‘解雇’这个字眼。这篇报道看上去不妙。你得去更正。你是白宫的法律顾问。”
“Did I say the word ‘fire’?” he asked.,“我说过‘解雇’这个词吗？”他问道。
"“What you said is, ‘Call Rod, tell Rod that Mueller has conflicts and can’t be the special counsel,’” Mr. McGahn replied. He refused the president’s request that he “do a correction.”",“你的原话是，‘打电话给罗德，告诉罗德，穆勒存在冲突，不能当特别检察官，’”麦格恩答道。他拒绝了总统让他“予以更正”的要求。
Mr. Trump then complained about Mr. McGahn writing things down. “Why do you take notes? Lawyers don’t take notes. I never had a lawyer who took notes.”,特朗普随即抱怨麦格恩做了记录。“你为什么要记下来？律师都不记笔记。我从来没有一个律师做笔记。”
Mr. McGahn maintained he took notes because he was a “real lawyer” and they create a record.,麦格恩坚称，他记笔记是因为他是个“真正的律师”，他们设立了一个档案。
"“I’ve had a lot of great lawyers, like Roy Cohn,” Mr. Trump said. “He did not take notes.”",“我有过很多很棒的律师，就像罗伊·科恩(Roy Cohn)，”特朗普说，“他就不做笔记。”
But Mr. McGahn did. And so did plenty of others.,但麦格恩记了。许多其他人也这么做了。
"SEOUL, South Korea — It read like typical North Korean propaganda: soldiers toiling on snowy hills near the border with China, racing to finish construction on a tourist resort and making great sacrifices for the glory of the state.",韩国首尔——这篇报道读起来就像是典型的朝鲜宣传：士兵们在中朝边境附近的雪山上辛勤劳动，为完成一个旅游胜地的建设争分夺秒，为国家荣誉做出了巨大牺牲。
"But the report in March in a North Korean state newspaper also revealed the economic dysfunction under Kim Jong Un, the North Korean leader. Workers building up the city of Samjiyon, one of Kim’s marquee projects, were “breaking the frozen ground with hammers and chisels and carrying earth with stretchers and gunny sacks,” the report said.",但朝鲜一家官方报纸今年3月的这篇报道，也揭示出朝鲜领导人金正恩领导下的经济失调。报道称，参加三池渊建设的工人们正在“用锤子和凿子砸开冻土，用担架和麻袋运土”。三池渊是金正恩的重点项目之一。
"The report, in the newspaper Rodong Sinmun, the mouthpiece of the government, followed South Korean media reports of cases of pneumonia and frostbite in Samjiyon. Together they suggest that U.S.-led sanctions over North Korea’s nuclear weapons program are hurting Kim in a way they haven’t before: by targeting the state-run economy and the party and military elite who support his totalitarian rule.",政府喉舌《劳动新闻》的这篇报道是在韩国媒体报道了三池渊发生肺炎和冻伤病例后刊发的。把这些报道放在一起可看出，以美国为首的针对朝鲜核武器计划的制裁，通过把目标对准国有经济以及支持金正恩极权统治的党和军方精英，给金正恩带来了前所未有的烦恼。
"In that context, North Korea’s test of a “guided tactical weapon” on Thursday might be both a sign of his frustration and a warning to Washington that there will be no progress on nuclear disarmament unless the sanctions are eased.",朝鲜周四“战术制导武器”试验凸显了这一点，专家们认为这是对华盛顿有关制裁的警告。
"For years, the North Korean state has produced coal, iron ore, seafood and textiles for export, mostly to its ally China. Kim and top officials have used this export revenue, as well as the earnings of North Korean workers abroad, to finance nuclear weapons, large projects like Samjiyon and their own privileged lifestyles.",多年来，朝鲜一直把煤炭、铁矿石、海鲜和纺织品等产品用于出口，主要是出口到其盟友中国。金正恩和高级官员利用这些出口收入，以及朝鲜海外工人的收入，为三池渊这样的大型项目以及他们自己的特权生活方式提供资金。
"Previous international sanctions aimed to prevent North Korea from acquiring weapons parts and technology. But the newer ones, imposed in the past few years, ban those lucrative exports, depriving Kim’s regime of its main source of income.",此前的国际制裁以阻止朝鲜获得武器零部件和技术为目的。但过去几年实施的新制裁禁止了这些利润丰厚的出口产品，剥夺了金正恩政权的主要收入来源。
"As a result, party officials, soldiers and police officers who make a living off the state are feeling the effects more sharply than ordinary people who have already learned to fend for themselves through hundreds of unofficial markets, according to defectors and economists.",据脱北者和经济学家说，这些新制裁的结果是，靠政府谋生的党员干部、军人和警察感受到的影响，比普通人更剧烈，因为普通人已学会了通过数百个非官方市场自谋生路。
"“Hardest hit by sanctions are those 20-30% of the population who stay on the government’s socialist payroll and rations,” said Jiro Ishimaru, a Japanese journalist who monitors North Korea with the help of correspondents there. “Enterprising North Koreans can make as much in a day selling vegetables in the market as many military officers can make a month in official wages.”",“受制裁打击最严重的，是那些仍在政府领取社会主义工资和配给的20%至30%的人口，”日本记者石丸次郎(Jiro Ishimaru)说，他在当地通讯员的帮助下跟踪朝鲜的情况。“有创业精神的朝鲜人一天在市场上卖菜赚的钱，和许多军官一个月的官方工资一样多。”
"Five rounds of sanctions have been imposed by the United Nations Security Council since early 2016, when North Korea conducted its fourth nuclear test. At the time, China and others argued that the sanctions would disproportionately affect ordinary North Koreans and could backfire.",自2016年初朝鲜进行第四次核试验以来，联合国安全理事会已实施了五轮制裁。当时，中国及其他方面曾声称，这些制裁会集中影响普通朝鲜百姓的生活，可能会事与愿违。
"Instead, the sanctions seem to be having an effect, with Chinese imports from North Korea falling 88% last year. U.S. officials have said that in February, when Kim and President Donald Trump went to Vietnam for their second summit meeting, North Korea asked the United States to lift these last five rounds of sanctions. North Korean officials have said they sought to lift only the sanctions affecting the civilian economy. The two leaders ended the meeting without an agreement, and negotiations have stalled since then.",相反，随着中国从朝鲜的进口去年下降88%，这些制裁似乎正在起作用。美国官员曾表示，当金正恩与特朗普总统2月份前往越南举行第二次峰会时，朝鲜要求美国取消最近五轮的制裁。朝鲜官员曾表示，他们只寻求取消影响民营经济的制裁。两位领导人未达成协议便终止了会谈，谈判自此陷于停顿。
"While the North Korean test this week was most likely a demonstration of a conventional weapons system, it suggested that Kim might resume nuclear and missile tests that he has suspended since November 2017. Earlier this month, he said the United States had until the end of the year to present a new proposal that would lift sanctions on the North.",虽然朝鲜本周的试验基本像是对已有武器体系的宣示，但它表明，金正恩可能会恢复他自2017年11月以来已暂停的核试验和导弹试验。本月早些时候，他曾表示，限美国在今年年底之前拿出一份取消对朝鲜制裁的新方案。
"In the meantime, Kim’s failure to secure sanctions relief has raised the question of how his supporters will respond.",与此同时，金正恩未能促成制裁取消也让人怀疑，他的支持者会如何回应。
"Even before the latest sanctions, monthly wages for the party and military elite were scarcely more than those of ordinary North Koreans. To supplement their state-provided income, they siphoned money from export industries and collected bribes from North Koreans seeking permission to work abroad or smuggle goods from China. Now, that income is drying up.",即使在最新几轮制裁之前，党员和军队干部的月工资也比普通朝鲜人高不了多少。为补贴国家发放的收入，他们从出口行业那里吸金，从寻求获准赴海外工作或从中国走私货物的朝鲜人那里收受贿赂。如今，这些收入正在枯竭。
"Adding to the officers’ humiliation, the sanctions have reduced their rations and forced their wives to help make ends meet as traders in the markets, defectors and economists say.",据脱北者和经济学家称，更令官员们羞愤的是，制裁导致他们的配给减少，迫使他们的妻子在集市上贩卖东西以补贴家用。
The struggles of the elite are a problem for Kim because he has staked his legacy not just on nuclear weapons but on making North Korea a “great socialist economic power.”,权贵阶层的困境对金正恩是个问题，因为他把他政治遗产的赌注不仅押在了核武器上，也押在了让朝鲜变成“伟大的社会主义经济强国”的愿景上。
"“The sanctions make it difficult for Kim Jong Un to execute the visions he has of bringing life into the economy once and for all,” said Benjamin Katzeff Silberstein, a fellow at the Philadelphia-based Foreign Policy Research Institute and editor of North Korean Economy Watch.",“制裁使金正恩难以实现他一举给本国经济注入生命力的愿景，”位于华盛顿的外交政策研究所(Foreign Policy Research Institute)研究员、网络媒体《朝鲜经济观察》(North Korean Economy Watch)编辑本杰明·卡策夫·希尔博斯坦(Benjamin Katzeff Silberstein)说。
"Though Kim still appears to be firmly in power, he could be threatened by unrest among the elites.",金正恩看起来仍牢牢掌握着权力，但他可能会受到权贵阶层躁动的威胁。
"“His biggest worry is that sanctions are squeezing the money flow for the elites, testing their loyalty,” said Joo Sung-ha, a North Korean defector who monitors the North as a journalist based in Seoul. “Losing the uniformed elites’ support means losing the bedrock of his rule.”",“他最大的担忧在于，制裁正在挤压精英们的经济来源，考验着他们的忠诚度，”以记者身份在首尔跟踪朝鲜局势的脱北者朱成夏（Joo Sung-ha，音）说。“失去步调一致的权贵的支持，意味着失去他执政的根基。”
"The state and market systems “are incompatible, given the different prices and wages each comes up with, so that strength in one often means weakness in the other,” said William Brown, a former CIA analyst who follows the North Korean economy.",国有体系和市场体系“互不相容，各自带来的价格和薪资水平皆不相同，因而其中一个的优势往往是另一个的弱势，”密切关注朝鲜经济的前中央情报局(CIA)分析师威廉·布朗(William Brown)说。
"That is apparent in the northeastern town of Musan, once the center of North Korea’s iron-ore production, where many donju investors have gone bankrupt since export routes were closed, said Ishimaru, the Japanese journalist. The miners, meanwhile, have been foraging for herbs to sell in the markets.",这一点在朝鲜北部城市茂山有充分体现。据日本记者石丸次郎称，自出口路径被关闭后，曾一度是朝鲜铁矿石生产中心的这里，有许多富有的投资者已破产。与此同时矿上的工人在寻觅草药拿到市场上卖。
"For now, there is no sign that the economy is reaching a breaking point, according to defectors in touch with their relatives in the North. The prices of rice, corn and fuel remain stable, and the won is holding steady against the U.S. dollar and Chinese yuan. North Korea also continues to conduct trade through illicit ship-to-ship transfers.",据与朝鲜亲戚保持联络的脱北者称，就目前而言，尚无迹象表明经济已濒临崩溃。大米、玉米和燃油价格依然稳定，朝鲜元对美元和人民币的汇率同样保持稳定。朝鲜还在继续通过不正规的船到船货物传送进行着贸易。
"But apartment prices in Pyongyang are declining, and the growing trade deficit with China is depleting North Korea’s foreign currency reserves. That lack of cash could put the government in a bind this summer, when the impact of what U.N. officials called the country’s worst harvest in more than a decade is most likely to be felt.",但平壤的住宅价格正在下降，同中国不断增长的贸易赤字也在耗尽朝鲜的外汇储备。现金的缺乏可能会令政府于今夏陷入困境，届时据联合国官员称为该国十年多来最严重的一次欠收极有可能会产生影响。
"“What he really wants, and needs, is dollars,” Brown said, referring to Kim’s attempt to get the sanctions lifted at the Vietnam meeting. “So he tossed the dice for a big win and lost his bet. I’m pretty sure he will be back for more negotiations soon.”",“他真正想要、急需的，是美元，”布朗说，他指的是金正恩在越南会谈中想要取消制裁的企图。“于是他掷了骰子，想大赢一把，结果赔了赌注。我相当确定，他不久就会回过头来举行更多会谈。”
"The special counsel, Robert S. Mueller III, produced a report of more than 400 pages that painted a deeply unflattering picture of President Trump but stopped short of accusing him of criminal wrongdoing. Here are seven takeaways.",特别检察官罗伯特·S·穆勒三世(Robert S. Mueller III)拿出了一份400多页的报告，描绘了一幅对特朗普总统很不利的画面，但没有对他发起任何刑事指控。以下是七个要点。
1. Trump did try to sabotage the investigation. His staff defied him.,1. 特朗普的确曾试图破坏调查。他的手下违抗了他。
"When Attorney General Jeff Sessions told Mr. Trump that a special counsel had been appointed in May 2017, Mr. Trump grew angry: “I’m fucked,” he said, believing his presidency was ruined. He told Mr. Sessions, “This is the worst thing that ever happened to me.”",当司法部长杰夫·塞申斯(Jeff Sessions)告诉特朗普，一名特别检察官已于2017年5月获得任命时，特朗普很生气：“我完蛋了，”他说，觉得自己的总统任期要毁了。他告诉塞申斯，“这是我经历过的最糟糕的事。”
"Mr. Trump began trying to get rid of Mr. Mueller, only to be thwarted by his staff. In instance after instance, his staff acted as a bulwark against Mr. Trump’s most destructive impulses. In June 2017, the president instructed Donald F. McGahn II, the White House counsel, to remove Mr. Mueller, but Mr. McGahn resisted. Rather than carry out the president’s order, he decided he would rather resign.",特朗普开始尝试除掉穆勒，却遭到了自己手下的阻挠。一次又一次，他的手下像堡垒一样挡住特朗普最具破坏性的冲动。2017年6月，总统指示白宫法律顾问唐纳德·F·麦克加恩二世(Donald F. McGahn II)去撤换穆勒，但麦克加恩没有听从。他非但没有执行总统的命令，反而宁可决定辞职。
"Two days later, Mr. Trump asked another trusted adviser, Corey Lewandowski, to tell Mr. Sessions to end the investigation. Mr. Lewandowski did not want to, so he punted to a colleague, Rick Dearborn. He, too, “was uncomfortable with the task and did not follow through.”",两天后，特朗普让另一位他信任的法律顾问科里·莱万多夫斯基(Corey Lewandowski)命令塞申斯结束调查。莱万多夫斯基不想这么做，于是把球踢给了同事里克·迪尔伯恩(Rick Dearborn)。后者也是“对这任务感到不自在，并且没有予以落实”。
2. So many lies. So many changed stories.,2. 太多谎言。太多改口的说法。
"One of the unanswered questions of the past two years — which helped fuel the F.B.I. investigation, congressional inquiries and journalistic scrutiny — is why so many people lied, changed their stories and issued misleading statements to both the public and federal authorities.",过去两年里，一个始终未解答的问题是，为何如此多的人撒了谎，更改了他们的说法，对公众以及联邦当局作了误导性声明。这个问题推动了联邦调查局(FBI)的调查、国会质询及新闻的审查。
The report recaps one false statement after another. Just a few examples:,报道对一则又一则假声明作了简短概括。仅举几例：
"Mr. Trump was livid when journalists revealed that he had unsuccessfully ordered Mr. Mueller’s firing. The president tried to get Mr. McGahn to say publicly that was false, but Mr. McGahn refused, saying that the news reports were accurate. Mr. Mueller’s report notably declared that Mr. McGahn was “credible.”",当记者披露特朗普曾下令解雇穆勒未果后，他大发雷霆。总统曾想让麦克加恩公开否认此事，但麦克加恩拒绝了，称该新闻报道准确无误。穆勒的报告明确宣称，麦克加恩是“可信的”。
"Mr. Trump also pressed the deputy attorney general, Rod J. Rosenstein, to give a news conference about the firing of the F.B.I. director, James B. Comey. The White House press office wanted Mr. Rosenstein to say it was his idea. Mr. Rosenstein told the president that a news conference was a bad idea “because if the press asked him, he would tell the truth.”",特朗普还曾迫使司法部副部长罗德·J·罗森斯坦(Rod J. Rosenstein)召开关于FBI局长詹姆斯·B·科米(James B. Comey)被解职的新闻发布会。白宫新闻办公室想让罗森斯坦说那是他的主意。罗森斯坦告诉总统，召开新闻发布会不是个好主意，“因为如果媒体问起他，他会说出实情。”
"The White House press secretary, Sarah Huckabee Sanders, admitted issuing a statement to the news media “in the heat of the moment that was not founded on anything.”",白宫新闻秘书萨拉·赫卡比·桑德斯(Sarah Huckabee Sanders)承认“因为冲动，在毫无依据的情况下”向新闻媒体发布了一份声明。
3. Fake news? Not so much.,3. 假新闻？没那么多。
"The president has spent the past two years denouncing the news media. He has repeatedly accused reporters of making up sources to destroy his presidency. The report, though, shows not only that some of the most unflattering stories about Mr. Trump were accurate, but also that White House officials knew that was the case even as they heaped criticism on journalists.",总统过去两年来一直在谴责新闻媒体。他曾多次指责记者捏造消息来源，想要毁了他的总统位子。但这份报告显示，不仅一些关于特朗普最不光彩的报道准确无误，而且白宫官员也清楚情况确实如此，即便他们没少批评记者。
